,Unnamed: 0,Name of NGOs,Address,City,Pin Code,State,Mobile No(s).,Email,Website,Name of Contact Person,Purpose,About
120,120,"Monidevi Charitable Trust, Ahmedabad","Add : 2478, Mahadev Valo Khancho, Pakhali Ni Pole, Raipur",Ahmedabad,Gujrat,380001,Mobile : 93772 59014 Tel :,Email : mctjaswantpura@gmail.com,Website :,Contact Person : Suresh Prajapati," Child Labour, Child Rights, Child Welfare, Old Aged Welfare, Women Development Welfare, Women’S Issues Women Vocational Traning, Child Protaction Fund Requirement.","Aim/Objective/Mission : Our mission to become an instrument of people development through the upliftment of the women and dalit. To enter into services delivery along with awareness generation and training so as to bring about sustainable development. Our vision to reach every doorstep with the essential health care message, to increase women self employment and thus women and child welfare. Thus in turn will direct towards sustainable community development."
121,121,"Nehru Yuva Kendra, Ahmedabad"," Juni Raktpitt Hospital Compond, Aastodia Darwaja, Geeta Mandir, BHST Stand",Ahmedabad, 380022,Gujarat,  91-79-25461267,,, A.H. Choubey,"Purpose: Art and culture, Child welfare, Disadvantaged communities, Disaster management, Education, Employment, Environment, Food and Nutrition, Health, Rural Development, Training, Women’s issues", We are providing education and training to young people and are also try to find jobs for these people.
122,122,"Neswa Charitable Trust, Ahmedabad"," 3, Shnati Shikhar Society, Nr. Daxini Society Bus Stop, Maninagar",Ahmedabad, 380008,Gujarat, 91-97257 64975  91-79-25462649, neswatrust@yahoo.com,, Jayant Trivedi,Purpose:, Non-formal education rural development women and child care and empowerment-economic development.
123,123,"New Gujrat Samaj Vikas Sansthan, Ahmedabad","Add : Pisawada, Dholka",Ahmedabad,Gujrat,387810,Mobile : 99131 36980 Tel :,Email : parmarramesh2715@gmail.com,Website :,Contact Person : Shivabhai Lakhabhai Rathod, Social Work.,Aim/Objective/Mission : To run village development programs sponsored by the central govt. State govt. Gram vikas agency and other institutions. To organize employment scheme for illiterate citizens living below the poverty line and run them properly and participate in gram panchayat scheme.
124,124,"PHA International, Ahmedabad"," Paldi, Ahmedabad",Ahmedabad, 380007,Gujarat, 91-94277 02692 , pha_international@rediffmail.com, http://www.phainternational.org," Hardip Dave, Pooja Sanghavi",Purpose: Grow the morale of person with disability., Make a Barrier free environment for the person with disability.
125,125,"Plants and Life, Ahmedabad","Add : F-296, Vedmata Society, Ioc Road, Chandkheda",Ahmedabad,Gujarat,382424,Mobile : 96240 78775 Tel :,Email : plantsandlife2014@gmail.com,Website : www.plantsandlife.org,Contact Person : Dr. Renu Singh," Agriculture, Employment, Forest Management, Indigenous Knowledge, Plantation, Pollution, Research, Rural Development, Waste Management, Women Development/Welfare.",Aim/Objective/Mission : To enhance the capability of as a premier institution for research in ayurveda and forge strategic alliance with similarly establishments and constantly strive for excellence in basic and applied knowledge for efficient understanding of the caves and prevention of human disease and their management by development of viable technologies in the area of aromatic and medicinal plants. This trust is conceptualize with the aim of deciphering the knowledge into applicable scientific processes useful for the betterment of the mankind through creative applications and innovation in drug target elucidation and lead structure discovery of traditional Indian medicinal system for enhancing the quality of health care in Indian and world. For develop feeling of healing by revitalize Indian heritage of medicinal plants.
126,126,"Prabhat Education Foundation, Ahmedabad"," B-1002, Rushin Tower, Opp. Star Bazar",Ahmedabad, 380015,Gujarat,  91-79-65135855, prabhat@prabhatedu.org, http://www.prabhatedu.org, Keshav Chatterjee,Purpose: To provide education to special children.," Prabhat is committed to the national effort to help children with special needs to find their way to independent adulthood. Prabhat programmes seek to bring about positive changes in the the lives of these children by building their skills, knowledge and self-confidence. Prabhat is one step toward every Indian child having the opportunity to exercise the fundamental right to education, and to fully participate and contribute to our society."
127,127,"Prakash Chandra Charitable Trust, Ahmedabad"," 76, Parasmani Tenement, Rannapark",Ahmedabad, 380061,Gujarat, 91-94296 27656 , anchalmehta74@gmail.com,, Anchal Mehta,Purpose:,
128,128,"Prakruti-Centre for Ecocentric Development and People’s Action, Ahmedabad"," 603, Anurag, B/h Vidyanagar School",Ahmedabad, 380014,Gujarat, ,,, Sandhya Bhat,Purpose: Environment, Prakruti-CEDAP aims at creating awareness and bringing about a change in individual’s life style so as to strike a balance between conservation and development goals.
129,129,"Pravah Trust, Ahmedabad"," G-2, Raksha Appts, 200 Azad Society",Ahmedabad, 380015,Gujarat,  91-79-26762590, pravah@gmail.com, http://www.pravah-gujarat.com, Amee Mankad,Purpose: Water & sanitation.," To improve access to safe drinking water and sanitation facilities and demonstrating alternative approaches to community managed rural and urban water and sanitation management system. To initiate a movement in gujarat for ensuring safe, adequate and sustainable water supply for drinking and other domestic puposes to all and effictive sanitation facilities through out the year."
130,130,"RECT – Raika Education Charitable Trust, Ahmedabad"," Visat Complex, Valinath Chowk, 132, Feet Ring Road, Memnagar",Ahmedabad, 380052,Gujarat,  91-79-29098162, dharamashi_r@yahoo.com, http://www.raikatrust.com, Dharamashi Rabari,Purpose: Education, Complete education in Raika Community of India till 2020.
131,131,"Rejoice Mission on Livelihood, Ahmedabad"," 23, Jhanavi Bunglows, Opp. Manikrupa",Ahmedabad, 382424,Gujarat,  91-79-27507069, rejoicemission@gmail.com,, Richa Edwin,Purpose:, To provide sustainable employ ability to the underprivileged youth.
132,132,"Removing Ignorance for Social Empowerment Foundation, Ahmedabad","Add : 303-A, Shapath-III, S.G Road",Ahmedabad,Gujarat,380054,Mobile : 99780 55511 Tel : 079-26850347,Email : info@risefoundation.in,Website : www.risefoundation.in,Contact Person : Ravi S. Saxena," E-Governance, E-Learning, Education, Employment, Information And Communications Technology, Social Awareness.","Aim/Objective/Mission : Making a holistic impact in the lives of underserved communities and converting those into knowledge societies, that are empowered to participate and succeed in the digital society by way of ensuring unfettered access to resources of information and knowledge."
133,133,"RMB Founation, Ahmedabad","Add : 109, Aniket Society, B/S Baroda Express Highway, Trikampura Gam, New Maninagar",Ahmedabad,Gujrat,382445,Mobile : 99986 94033 Tel :,Email : rmbfoundation2014@gmail.com,Websit :,Contact Person : Bhavesh Zala," Adolescent Girls Welfare, Anti Drug Campaign, Cancer Patients Help, Child Labour, Child Rights, Corporate Social Responsibility, Development (General), Education, Trafficking Of Women, Urban Development, Women Development/Welfare, Women’S Issues, Youth.",Aim/Objective/Mission : Welfare.
134,134,"Rural Developement Trust, Ahmedabad","Add : 405, Atish Annex Gulbai Tekra, Off. C.G.Road",Ahmedabad,Gujarat,380006,Mobile : 88663 42342 Tel : 079-40043438,Email : info@rdtrust.org,Website : www.rdtrust.org,Contact Person : Khalid Malik," Awareness Generation, Child Labour, Child Rights, Child Welfare, Cow Protection Centre (Goushala), Employment, Health, Old Aged Welfare, Orphanage, Rural Development.",Aim/Objective/Mission : Rural developement trust planning rural-urban integrated development through education is a non governmental organization.
135,135,"Saarthi Charitable Trust, Ahmedabad"," B/84, Kirtisagar Apartment, Nr. Prernatirth Derasar",Ahmedabad, 380015,Gujarat,  91-79-26924963, amritatrivedi@yahoo.com, http://www.saarthi.org.in, Amrita Trivedi,Purpose: Develop Great Personalities and Great Corporations to contribute positively to the word.," Saarthi vision is create a society wherein the deprived sections of society live a meaningful and dignified life. Saarthi mission is to promote full and gainful employment for the vulnerable sections so that they are able to take control of their lives and make choices for gainful participation in the development process while preserving the art and culture of our society. Saarthi?s major focused is micro finance activities for women and artisans in rural and urban areas. Our main ideology is to develop a marketing bridge for the craft products, as well as capacity building and employment generation."
136,136,"Saath Charitable Trust, Ahmedabad"," O/102, Nandanvan V, Nr. Prerna Tirth Derasar",Ahmedabad, 380015,Gujarat,  91-79-26929827, mail@saath.org, http://www.saath.org, Rajendra Joshi,Purpose: Saath Recognises The poor Should become a part of the mainstream Comprise a large market.," To make human settlements equitable living environments, where all residents and vulnerable people have access to health, education, essential infrastructure services and livelihood options, irrespective of their economic and social status."
137,137,"Sadbhavana Charitable Trust, Ahmedabad","Add : A-157, New Kamalkunj Society IOC Road Chandkheda",Ahmedabad,Gujarat,383434,Mobile : 90997 76529 Tel :,Email : dipakcmakwana@gmail.com,Website :,Contact Person : Makwana Dipakkumar," Adolescent Girls Welfare, Advocacy On Social Issues, Agriculture, Awareness Generation, Ayurveda, Child Labour, Child Rights, Child Welfare, Climate Change, Community Development, Corporate Social Responsibility, Cow Protection Centre (Goushala), Cultural Issues, Development (General), Disability, Disadvantaged Communities, Disaster Management, Distance Learning.","Aim/Objective/Mission : Organisation achievements educationally enabled 125 poor pupils by admitting them in government schools educated 225 child labourers through nonformal education, empowered 425 women and 150 youth by equipping them through skill training, treated the illness and addressed the common health problems of 15 villages through periodical health camps, constructed 25 houses for dwelling and updated the irrigation facilities of three villages through desilting the irrigation canals and percolation tanks. Present programmes supplementary education programme for sc/sts awareness generation camps hiv /aids awareness camps environmental awareness camps handicrafts training mother and child care programme self help group (shgs) target area background & problems sadbhavna charitable trust concentrated in 25 and rural villages of ahmedabad district. Women’s and girl’s situation is hardly understandable for outsiders. But tbe born as a daughter a women has restrained from education, socialization and participation in the decision making process. As a wife, a woman sadbhavna charitable trust has tprocreate children for the husband and rear them. She has the obligation tprocreate a baby child? failure would result in deprivation of conjugal life with the husband. Still there are many other forms of mental violence against women. Moreover, beatings and other forms of physical violence are considered as normal practices in the hillvillages. When girls or young women get married, alsthey are not supposed tstay with their birth family. They are considered tlive with the husband’s family. This leads tthe opinion, that investment on girls education is useless because it does not give any return tthe parents. Hence, often the boy child alone enjoys the investment on education and development. This discrimination leads the girl tgrow as illiterate, ignorant and inferior persons, which turn out in poverty and a submissive status. Health condition health condition in the targeted villages is comparatively poor and needs more attention by the government as well as by the nongovernmental organizations. However, a number of factors put the population of the target areas both at special risk for the poor health plight. These factors include population density, rudimentary housing, dwindling ways of making a living, poor sanitation and health care systems and lagging literacy and education. Tribal people have also traditionally been isolated from the rest of the district and are at the bottom of the region’s socioeconomic ladder. Morbidity, mortality and frequency of illness are much higher among the targeted villages and coastal communities and particularly among women, than in the rest of the district. Literacy and education the targeted community alslags behind the general population of gujarat in literacy rates and education levels. If they send the children tschool at all, most families stop the education of their children early, as the industry has the tendency tabsorb young workers in large numbers and they find themselves unable tdsbecause of their lack of education and alternative skills."
138,138,"Sajjata Sangh, Ahmedabad"," C/o Development Support Centre, Marutinandan Villa, Nr. Govt. Tubewell, Bopal",Ahmedabad, 380058,Gujarat,"  91-2717-231761, 91-2717-235994, 91-2717-235995", sajjatasangh@gmail.com, http://www.dscindia.org," Natu Macwana, Coordinator","Purpose: Sajjata Sangh, a collective action for capacity building is a network of 28 Non-governmental Organisation."," The primary goal of the Sangh is to increase the productivity of natural resource, which in turn would contribute towards upliftment of farmers, especially small and marginal farmers. The Sangh attempts to achieve this goal by networking among NGOs, capacity building through mutual learning and from external resources, undertaking policy advocacy, and conducting action research some of the specific objectives are as under. To strengthen technological, institutional and managerial capacity of member organizations for natural resource development programs."
139,139,"Sakhi Mahila Mandal, Ahmedabad"," Pravin Nagar, Gupta Nagar",Ahmedabad, 380007,Gujarat,  91-79-26643486,,,,Purpose:, SMM works towards the overall development of the target communities both in terms of physical infrastructure and community development.
140,140,"Samarthan Trust, Ahmedabad"," 290, Hirabang-II, Ghatlodia",Ahmedabad, 380061,Gujarat,  91-79-27499084,,, Geeta Rajendra Raval,"Purpose: Child welfare, Health, Human Rights, Rural Development, Training, Women’s issues"," Samarthan has been working mainly for women, children and youth and organisations generating social awareness, social mobility and social skills amongst women. The trust has organised various kinds of trainings, workshops, classes for its target group and recently the trust has also concentrated on environmental issues."
141,141,"Samerth Trust, Ahmedabad"," Q-402, Shri Nand Nagar Part-2",Ahmedabad, 38001,Gujarat,  91-79-26829004, samerth@satyam.net.in, http://www.samerth.org, Gazala Paul,"Purpose: Peace education, natural resource management, livelihoods."," SAMERTH envisions and works towards the involvement of a world free of conflicts and the chains of exploitation and promotes development with a special emphasis on equal opportunity, access to resources, gender equity, democratic governance, participatory learning and respect for diverse cultures. Our mission is to work towards strengthening peoples capacities and equipping community institutions so that they are informed and are able to access their rights to have a human existence."
142,142,"Samvad Media and Arts for Development, Ahmedabad"," A-318, Shriramnagar, Makarba Road Vejalpur",Ahmedabad, 380051,Gujarat, 91-99243 33165 ," pareshparmar79@gmail.com, samvad.media@gmail.com",, Paresh Parmar,Purpose: Development work," NGO dvara kiye gaye kamo ko logo tak pahuchana, samaaj ke tathyon ko ujagar karna, samajik jagruti ke liye madhyamo ka upayog karna."
143,143,"Sanchetana Community Health and Research Centre, Ahmedabad"," O-45, NewYork Trade Centre, Nr. Thaltej Cross Road",Ahmedabad, 380054,Gujarat,"  91-79-26857848, 91-79-26843395", ifieahdad1@sanchernet.in,, Dr Hanif Lakdawala,"Purpose: Child welfare, Education, Health, Human Rights"," Sanchetana works to organise the dispossessed communities through improvement in their cognitive abilities, evolving a comprehensive understanding to the intricate nexus of synergistic factors which keep them in a state of perpetual poverty."
144,144,"Sanidhya Seva Founadation, Ahmedabad"," 232/2778, Satyam Appartment, Sola Road, Naranpura",Ahmedabad, 380063,Gujarat,  91-79-26430353, sanidhyaseva_foundation@gmail.com,, Alpesh Chaudhary,Purpose: Education devlopment, Education & health development & guidance.
145,145,"Sankalp Education Trust, Ahmedabad","Add : C-9, Bhagyoday Shopping Center, Near Cedilla Bridge, Ghodasar",Ahmedabad,Gujarat,382405,Mobile : 82646 07494 Tel :,Email : sanklp.education900@gmail.com,Website :,Contact Person : Baburam Shukla," E-Governance, E-Learning, Education, General – Social Welfare, Human Development, Library, Local Administration, Minorities, Women Development/Welfare.","Aim/Objective/Mission : Senior cetision liberyry women devlopment, student activity, student libery, higher education, seminar, e-goverment e-learning education genral social library minorities local administration human devlopment woman devlopment and welfar."
146,146,"Sankalp Mitra Mandal Public Charitable Trust, Ahmedabad"," Opp. Novelty Paan Corner, Juhapura",Ahmedabad, 380055,Gujarat,  91-79-26828299, yaqoobsaath@hotmail.com,, Yaqoobkhan Pathan,Purpose: Know about schemes.," Sankalp mitra mandal’s mission is to strive for the holistic development of marginalised and vulnerable groups of the society, especially the denizens of urban slums."
147,147,"Sanmay Charitable Trust, Ahmedabad","Add : 2, Tapaswi Society, Cadila Road, Ghodasar, Maninagar",Ahmedabad,Gujarat,380050,Mobile : 99040 45448 Tel :,Email : sanmay.charity@gmail.com,Website :,Contact Person : Rajeek M Parmar," Animal Welfare, Cancer Patients Help, Child Labour, Consumer Issues, Corporate Social Responsibility, Cow Protection Centre (Goushala), Cultural Heritage. , Cultural Issues, Health, Hiv/Aids, Human Development, Human Rights, Labour, Law, Livelihood, Local Administration, Ngo Management, Old Aged Welfare, Orphanage, Pollution, Population, Poverty, Right To Information, Tribal Development, Women’S Issues.",Aim/Objective/Mission : We are registered charitable trust and support to a developed India by helping needy people and build the future of the society at large.
148,148,"Saptapadi Education & Charitable Trust, Ahmedabad"," J-65, Deshwali Society, Chanlodiya Road",Ahmedabad, 382481,Gujarat,  91-79-27604107,, http://www.saptapadimatrymony.com, Mahendra Modi,Purpose:," Women empowerment, poor child care, health check up for student."
149,149,"School for Deaf-Mutes Society, Ahmedabad"," Opp Times of India, Ashram Road",Ahmedabad, 380009,Gujarat,  91-79-26586138,,, Mr Yagnesh Desai,"Purpose: Child welfare, Education, Training", To give education to handicapped children and to improve empowerment of these children.
150,150,"Self Employed Women’s Association, Ahmedabad"," SEWA Reception Centre, Opp. Victoria Garden",Ahmedabad, 380001,Gujarat,"  91-79-25506441, 91-79-25506446", mail@sewa.org, http://www.sewa.org, Ms Pratibha Pandya,"Purpose: Agriculture, Child welfare, Disadvantaged communities, Economics and Finance, Education, Employment, Environment, Food and Nutrition, Forestry, Health, Information and Communications Technology, Labour, Micro-enterprises, Poverty, Rural Development, Sanitation, Training, Urban Development, Water, Women’s issues"," It is an organisation of poor, self-employed women workers. These are women who earn a living through their own labour or small businesses. They do not obtain regular salaried employment with welfare benefits like workers in the organised sector. SEWA?s main goals are to organise women workers for full emploreliance. Full employment means employment whereby workers obtain work security, income security, food security and social security (at least health care, child care and shelter). SEWA organises women to ensure that every family obtains full employment. By self-reliance we mean that women should be autonomous and self-reliant, individually and collectively, both economically and in terms of their decision-making ability."
151,151,"Setu – Centre for Social Knowledge and Action, Ahmedabad"," 1, Punyashlok, Near Liberty Bus Stand, University Road, Navrangpura",Ahmedabad, 380009,Gujarat,  91-79-26560751, setumail@wilnetonline.net,, Achyut Yagnik,"Purpose: Child welfare, Disadvantaged communities, Disaster management, Human Rights, Poverty, Rural Development, Sustainable Development, Training, Tribal issues, Water, Women’s issues"," Setu aims to act as a link between social knowledge and social action by facilitating dialogue and interaction between members of marginalised and vulnerable communities, activists, academicians and policy makers. Its efforts are centered around social justice issues, the primacy of local knowledge traditions and community control over basic resources."
152,152,"Sewa Gram Mahila Haat, Ahmedabad"," 8, Navrang Colony, Navrangpura",Ahmedabad, 380009,Gujarat,  91-79-26574880, sgmh1@dataone.in, http://www.sewamart.com," Reema Nanavaty, Umadevi Swaminathan",Purpose: Seeking fund for development activities for poor rural women and small farmers., Provide direct market linkages for small rural women producers. Create awareness on teneical capacity building and business awareness. Make them owners and managers set up rural distribituon network. Provide multiple employment opportunity and reduce poverty in rural areas of India.
153,153,"SG Foundation, Ahmedabad"," B-706, Nr. Narrayan Complex",Ahmedabad, 380009,Gujarat,  91-79-26461175, sgcarefoundation@gmail.com,, Mukta Raval,Purpose:, We are child welfare ngo. We are working for education of poor and street childrens. Our moto is to give basic education and breakfast to those children who are not afford it.
154,154,"Sharma Bajrangdas, Ahmedabad"," A/12, Ishaan-2, Opp. Karnavati Club",Ahmedabad, 380015,Gujarat,  91-79-26937320, bdsharma_rti@yahoo.com,, B.D.Sharma,Purpose: Change of climate., To generate solar energy & power. To mitigate pollution & make the environment pure & clean.
155,155,"Shelter Care Foundation, Ahmedabad"," 4th Floor, Mistry Chambers",Ahmedabad, 380001,Gujarat,  91-79-25600713, info@shelter.org.in, http://www.shelter.org.in, M Sabugar,"Purpose: Health, education, medicines on cheaper rate."," Shelter Care Foundation established in the year 2006, the registered trust – with multi dimensional charity objectives of social reforms, cultural development, health & medical camp, child & adult education program, environmental & sanitation development, woman & child development, restoration in natural and man-made calamities, has chosen entire nation as work field. Foundation?s well-structured objectives are classified in to 11 sections and further sub classified in 73 purposes giving proper justification to each charity work. Since entire nation chosen as work field, shelter care foundation trust disciplinarily acts on its micro as well macro assignments."
156,156,"Shilpi Foundation, Ahmedabad"," 51, Saket 3, B/H Shrinandnagar II",Ahmedabad, 380051,Gujarat, 91-98795 27337 , hitesh.pariekh@gmail.com, http://www.shilpifoundation.org, Hitesh Pariekh,"Purpose: Livelihoods, skill development, youth employability."," Equal opportunities to youth, women empowerment, capacity building, entrepreneurship."
157,157,"Shree Shakti Education Trust, Ahmedabad"," 4, Panchshil Apartment, Maninagar",Ahmedabad, 380008,Gujarat, 91-98249 07425 , pragneshthakkar_2001@yahoo.com,, Ritaben Desai,Purpose: To impart education among needy children and run school., To impart education music and other cultural activities among the needed students and to run activity on a charitable basis or for a charitable cause to run and administer school and other educational institutes.
158,158,"Shree Vasundhara Foundation, Ahmedabad"," A 303, Pushpvan Appartment, Nr. IOC PEtrol Pump Lane, Bodakdev",Ahmedabad, 380054,Gujarat, 91-98245 11229  91-79-26855587, shreevasundhara@gmail.com,," Priti Joshi, Dr. Vrajesh Parikh","Purpose: Old age care, environment, education, water, women empowerment, rural development etc.", Empowering Indian villages by knowledge sharing. Save environment by growing two plants per person. We follow each one teach one.
159,159,"Shree Yogkshem Foundation for Human Dignity, Ahmedabad"," A 47-48, Pariseema, C.G.Road",Ahmedabad, 380006,Gujarat,  91-79-26405460, abhay@yogkshem.org, http://www.yogkshem.org, Dr.Rajendra R. Shukla,Purpose: Legal awareness.," Promotion and protection of human rights. Legal awareness, legal publications, legal seminars, etc."
160,160,"Shri Charitable Trust, Ahmedabad"," 6, Samrudhdhi Apatrment, Near Muni Commissiner’s Bunglow",Ahmedabad, 380006,Gujarat," 91-95105 16733, 91-93276 96388 ", Shricharity @yahoo.com,, Madhu. A. Khatree,"Purpose: Art & culture, childern, civic issue, dalitupliftment, humanrights, information & communication."," Art & culture, childern, civic issue, dalitupliftment, humanrights, information & communication."
161,161,"Shri Gau Ganga Gayatri Charitable Trust, Ahmedabad"," 16, Hima Park Part 2, Nr. Jasodanagar",Ahmedabad, 380008,Gujarat,  91-79-30425997, gaugangagayatritrust@gmail.com, http://www.g3ct.org, Shyamal Trivedi,Purpose: Administration.," Education, animal welfare, health, development, agriculture, environment."
162,162,"Shri Janseva Chandramani Charitable Trust, Ahmedabad", Ahmedabad,Ahmedabad, 380007,Gujarat,  91-79-26642421, dev_asso_dev@yahoo.com,, Dev Oswal,Purpose: Searve help to people., At a time no projects with us.
163,163,"Shri Mahavir Shubh Sandesh Jivdaya Panjarapole Charitable Trust, Ahmedabad"," 58, Empior Tower, 5th Floor",Ahmedabad, 380009,Gujarat,  91-79-25502547, shrimahavirshubhsandeshjivdaya@gmail.com,, Rohitkumar U. Shah,Purpose: Social., Social.
164,164,"Shri Talpda Koli Education Trust, Ahmedabad"," 7, Navjyot Complex, Subhshchawk, Memnagar",Ahmedabad, 380054,Gujarat,  91-79-27660067, shritalpadakolieducationtrust@gmail.com,, Jitendra Mithapara,Purpose: Education., Educational school and hostel construction for rural poor students.
165,165,"Shwas Charitable Trust, Ahmedabad","Add : A/16, Ashoka Flats, Near Gujrat College, Ellis Bridge",Ahmedabad,Gujrat,380006,Mobile : 98257 24023 Tel :,Email : shwas.charities@gmail.com,Website : www.shwas.in,Contact Person : Kinjal Shah," Corporate Social Responsibility, Development (General), Education, Gender, Social Awareness, Volunteers, Women’S Issues.",Aim/Objective/Mission : Shwas is a hopeful attempt to bring about a change in the lives of the underprivileged kids by educating and empowering them to achieve their dreams.
166,166,"Sindhi Panchayat Ellisbridge, Ahmedabad","Add: 2/3 Satyam Appartment, Jai Gujarat Fruit Lane, Ambawadi Bazar, Ellisbridge",Ahmedabad,Pin : 380015,Gujrat,"Mobile : 91-98250 78946, 91-88664 48488 Phone : 91-79-26460066",Email : info@sindhipanchayat.in,Website : www.sindhipanchayat.in,"Contact Person : Arjun Vachhani, Secretary , Vasudev Gopalani, President", To promote contacts & brother hood in Sindhi Community.,Aim/Objective/Mission : To promote contacts & brother hood in Sindhi Community.
167,167,"SMET, Ahmedabad"," Pujari’s Chawl, Ahmedabad",Ahmedabad, 380021,Gujarat, 91-97254 49910 , shafi.sos@in.com,, Safik Ansari,"Purpose: Child right, cummunal harmony, grassroot work for communities.",
168,168,"SOS Childrens Villages of India, Ahmedabad"," B-48, Premchand Nagar, Off Judges Bungalow Road",Ahmedabad, 380015,Gujarat,  91-79-2675 0094, sospfr.abad@yahoo.in, http://www.soscvindia.org, Ravi D Verma,"Purpose: Child welfare, education, health"," The mission of SOS is to bring home destitute children and to bring them up as decent human beings. Each child who comes to sos village gets a mother, brothers and sisters and a home. Every village has a team of trained child care workers who support the mother."
169,169,"SPRAT – Society for Promoting Rationality, Ahmedabad","Add : 3rd Floor, Rajnagar Complex, Narayan Nagar Road, Paldi",Ahmedabad,Gujarat,380007,Mobile : 94276 09827 Tel : 079-26623655,Email : financeofficer@sprat.in,Website : www.sprat.in,Contact Person : M H Jowher," Advocacy On Social Issues, Blindness, Community Development, Disadvantaged Communities, E-Learning, General – Social Welfare, Information And Communications Technology, Library, Livelihood, Minorities, Peace, Public Administration, Science And Technology, Right To Information, Women Development/Welfare Rationality Promotion.",Aim/Objective/Mission : Empowering the impoverished through rational action-together.
170,170,"SSA – India, Ahmedabad"," 9th Floor, A Wing Gopal Palace",Ahmedabad, 380015,Gujarat,  91-79-66090641, munarj6062@yahoo.com, http://www.ssa-india.org," Dr. Mukesh Bhagat, Ceo",Purpose: Telemedicine, Establish telemedicine network in western part of India and rural areas.
171,171,"St Xavier’s Social Service Society, Ahmedabad"," St. Xaviers Social Service Society, P.B. 4088",Ahmedabad, 380009,Gujarat,"  91-79-27910654, 91-79-27911181", xavserv@wilnetonline.net,, Fr Victor Moses,"Purpose: Agriculture, Art and culture, Child welfare, Disability, Disadvantaged communities, Disaster management, Education, Energy, Environment, Food and Nutrition, Forestry, Health, Human Rights, Minorities, Poverty, Rural Development, Sanitation, Sustainable Development, Training, Tribal issues, Urban Development, Water, Women’s issues"," The Vision of St. Xavier?s Social Service Society (SXSSS) is to work for a more humane and just society through the EMPOWERMENT of the poor and the marginalised peoples; very especially women and children, who are most vulnerable people in our society SXSSS?S mission is basically to help facilitate the development, organisation and empowerment of the poorest of the poor without any distinction of caste or creed. The approach to this work is through the four interrelated dimensions of education, health environment and community organisation."
172,172,"Tapansmruti Trust, Ahmedabad"," J-201, Kanak Kala-2, 100 Feet Road",Ahmedabad, 380015,Gujarat,  91-79-26931633, tapansmruti@gmail.com, http://www.tapansmruti.org, Malay Dave,Purpose:, The trust is engaged in character building of children between age group of 10-15 years.
173,173,"The Akshaya Patra Foundation, Ahmedabad"," 703 Shapath 1, Above Goverdhan Thal Restaurant",Ahmedabad, 380054,Gujarat,  91-79-66058600, jainprarthana@gmail.com, http://www.akshayapatra.org," Binali Sadhwani, Prarthana Jain",Purpose: To provide food to school-going children., It runs the largest mid day meal programs in the world with the support of central & state government of India and the united nations.
174,174,"The Globle Climate, Ahmedabad"," A/12, Ishaan 2, Opp. Karnavati Club, S.G. Highway, Satelite",Ahmedabad, 380015,Gujarat, 91-98250 63369  91-79-26937320, anukeens@gmail.com,, Sheila Sharma,Purpose: Social & welfare services & women empowerment.," Main motive to save environment, to spread awareness among peoples about climate change and to protect climate also child abuse. Defending dignity : fighting poverty worldwide women social & domestic violence."
175,175,"Tribal Students Trust, Ahmedabad"," 1557, Ambalal, Jivanlal Compound",Ahmedabad, 380001,Gujarat,  91-79-30223005, tribalstudenttrust@gmail.com,," Rakesh Gamit, Kruti Gamit",Purpose: Help to tribal student and people, Help to tribal student literacy in tribal area.
176,176,"True Vision, Ahmedabad"," G-10/118, Shivam Apts., Nr. Akhbaarnagar Circle",Ahmedabad, 380013,Gujarat,  91-79-27620444, truevision2007@rediffmail.com,, Mukesh Parmar,Purpose: To use electronic media for social change., Make documentaries on various issues. Networking with other grassroot organization and help them to focus their problem through electronic media. Collect information in order to make available to other ngos for large scale development.
177,177,"Udaan-An Education Resource Centre, Ahmedabad"," B-1004, Royal Chinmay",Ahmedabad, 380054,Gujarat,  91-79-65419120, udaan_erc@yahoo.co, http://www.udaaedu.net, Dipika Singh,Purpose: Quality education and issues of education.," After taking observation of different issues of our society, a thought built that there are lots of lacking in our education system and reach of education in retaining only in cities and developed rural areas, which should be exposed and solved bys staying in system limits. Udaan engages with communities to create access to education as well as strengthen the existing education system. Udaan is involved in research, advocacy, crafting vibrating curriculums, creating pedagogical innovations and capacity building of teachers and village youth."
178,178,"Udvikas – Let’s Transform India, Ahmedabad"," 2/a Angan Apartment, Nr. Gokul Row Houses, Satellite",Ahmedabad, 380015,Gujarat, 91-90339 80743 , udvikas@gmail.com,, Gaurav Desai,Purpose: Transform India into super nation.," We aim to build the spernation India by making a great transformation. This will get too much out of us, but we are ready for the country sake."
179,179,"United India Climate Control Organisation, Ahmedabad"," A/12, Ishaan 2, Opp. Karnavati Club, S.G. Highway, Satelite",Ahmedabad, 380015,Gujarat, 91-98250 63369  91-79-26937320, bdsharma_rti@yahoo.com,, B.D. Sharma,Purpose: Social & welfare services & women empowerment.," To save environment, child abuse. Protect climate. Defending dignity fighting poverty worldwide women social & domestic violence."
180,180,"Unnati-Organisation for Development Education, Ahmedabad"," G-1, 200, Azad Society",Ahmedabad, 380015,Gujarat,"  91-79-26746145, 91-79-26743752", unnatiad1@sancharnet.in,, Binoy Acharya,"Purpose: Development, Local Administration, Rural Development, Training, Tribal issues, Urban Development, Women’s issues"," The organisation aims to promote the practice of participatory principles, gender and social justice in the process of social development through the capacity building of grass roots institutions."
